filepath,relative_path,dataset,group_id,duration_seconds,approx_L4_relative_energy,approx_L4_shannon_entropy,approx_L4_mean,approx_L4_std,approx_L4_median,approx_L4_p10,approx_L4_p90,detail_L4_relative_energy,detail_L4_shannon_entropy,detail_L4_mean,detail_L4_std,detail_L4_median,detail_L4_p10,detail_L4_p90,detail_L3_relative_energy,detail_L3_shannon_entropy,detail_L3_mean,detail_L3_std,detail_L3_median,detail_L3_p10,detail_L3_p90,detail_L2_relative_energy,detail_L2_shannon_entropy,detail_L2_mean,detail_L2_std,detail_L2_median,detail_L2_p10,detail_L2_p90,detail_L1_relative_energy,detail_L1_shannon_entropy,detail_L1_mean,detail_L1_std,detail_L1_median,detail_L1_p10,detail_L1_p90
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\unknown\1-40730-A-10.wav,Multiclass_Drone_Audio\unknown\1-40730-A-10.wav,al_emadi,1-40730-A-10,1.0216875,0.004309546792768581,7.626497268676758,0.0027183114235787994,0.04416138411168074,0.0009996443695854396,-0.0358090627938509,0.041068008169531836,0.4633884183436492,6.860570907592773,0.0018892867636286401,0.4587931939896801,0.00032034348987508565,-0.24248514026403425,0.23017389625310905,0.4425304418637717,7.73845911026001,-0.007679589434888616,0.3190797679272882,-0.0008568356861360371,-0.22583833187818525,0.20520868897438047,0.08728724345285012,10.32132625579834,5.2658738667040955e-05,0.10057471848275389,-1.882442484202329e-05,-0.11915440335869788,0.1226302944123745,0.0024843495469603835,10.408499717712402,-6.708004905298613e-06,0.012018383655802278,2.357037828915054e-06,-0.01049741180613637,0.010682091116905214
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\unknown\3-71964-A-44.wav,Multiclass_Drone_Audio\unknown\3-71964-A-44.wav,al_emadi,3-71964-A-44,0.95975,0.004540020596727123,8.616586685180664,-6.885652371291893e-05,0.021818983568190665,-5.6040933486656286e-05,-0.02635708451271057,0.02626778930425644,0.005375426520626082,6.400601863861084,0.0003736362508333501,0.023738892300297,-1.1957436527154641e-05,-0.003924700664356351,0.0051201453898102045,0.3223724354400935,7.150156497955322,0.0028826286407400725,0.13090968220330385,8.73576536832843e-05,-0.009983543585985896,0.014804163202643399,0.6668482284990439,7.894463062286377,3.056026882660637e-05,0.13364911026173476,-1.828647145885043e-05,-0.011576766986399886,0.012658455967903128,0.0008638889435093967,8.174917221069336,2.187534315235318e-05,0.0034075842676821112,-1.308750142925419e-06,-0.0004417288728291169,0.0004632730531739084
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\unknown\4-161099-B-473.wav,Multiclass_Drone_Audio\unknown\4-161099-B-473.wav,al_emadi,4-161099-B-473,1.0216875,0.48526300192020905,8.885793685913086,-0.004917974099536863,0.3435581306621969,-0.015131198335438967,-0.4428898125886917,0.4233540773391724,0.3543367193310414,8.792543411254883,0.0024788130423763254,0.2935950625671625,-0.00020359054178697988,-0.3605011820793152,0.36648399531841286,0.1172941958235235,9.765822410583496,0.0024373889078117437,0.12022936273775114,-0.0004661749117076397,-0.13670214414596557,0.1511685743927955,0.03943002477829394,10.6326904296875,0.000235162586441014,0.04946866323791286,0.0005296983581501991,-0.05863790027797222,0.058601212128996855,0.0036760581469321395,11.455300331115723,2.711316800618253e-06,0.01069889762294325,-0.00012324204726610333,-0.012184838019311427,0.012275938130915166
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\unknown\4-188191-A-293.wav,Multiclass_Drone_Audio\unknown\4-188191-A-293.wav,al_emadi,4-188191-A-293,1.0216875,0.49783392743756266,5.507299900054932,-0.00011980927916770548,0.058972357092740464,-8.619318032287993e-05,-0.018753609247505666,0.01866027675569069,0.4467369489359101,6.61132287979126,-0.0002127335791168725,0.055863729331198535,7.470135869880323e-06,-0.02031743861734867,0.021956676803529314,0.009383024083111497,7.2971930503845215,8.84504192471636e-05,0.005762789796226163,1.045796381049513e-06,-0.0025293191894888876,0.002155207423493265,0.033694355112067996,7.695645332336426,0.00011467285000195762,0.007748249325981227,4.05113701162918e-06,-0.0026241481071338055,0.002660297998227182,0.01235174443134772,7.734461784362793,-7.260972484479663e-06,0.0033232420261620934,-1.2582494832713564e-06,-0.0008519279828760772,0.0008810995670501145
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\bebop_1\mixed_52-bebop_002_.wav,Multiclass_Drone_Audio\bebop_1\mixed_52-bebop_002_.wav,al_emadi,mixed_52-bebop_002,1.024,0.6915153820491733,8.724857330322266,0.009930643803370474,0.18528774225801423,0.0035136574879288673,-0.21589265763759613,0.22522036731243134,0.04856846600516789,8.820680618286133,-5.291789425380256e-05,0.04917513812656524,0.0011282287305220962,-0.061933740973472595,0.0601201206445694,0.06459999978221498,9.95604133605957,0.0002856076904594615,0.04038087600684083,-6.107613444328308e-05,-0.051999370008707045,0.05259427055716514,0.11733219195756082,10.912283897399902,1.5056652031903196e-05,0.038617851940307646,0.0004409716639202088,-0.04866949394345284,0.04940843060612679,0.07798396020588302,11.918591499328613,-8.248945086430722e-05,0.022299950864019917,0.00013039882469456643,-0.028253634460270405,0.028794792480766773
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\membo_1\Membo_1_043-membo_001_.wav,Multiclass_Drone_Audio\membo_1\Membo_1_043-membo_001_.wav,al_emadi,Membo_1_043-membo_001,1.024,0.3492589419221997,9.320615768432617,-0.00038537046149904233,0.061494090443278915,-0.005499760154634714,-0.08244245499372482,0.08360937982797623,0.07446514580633024,8.99091911315918,0.00028663389262972914,0.02839373687075238,-0.0004063761734869331,-0.03588022291660309,0.037410080432891846,0.12379340090479792,9.914762496948242,0.0004222998859246526,0.02606523293666913,-0.0002616843266878277,-0.03237356692552566,0.03360498622059822,0.2167782407065623,10.743844985961914,0.00013594748344279825,0.02447824145463559,0.0005833437899127603,-0.030501498654484746,0.030115277320146565,0.23570427066010985,11.833115577697754,2.1078169732071984e-07,0.01807954422455061,0.00010261755960527807,-0.022834337316453457,0.02252958994358778
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\bebop_1\mixed_45-bebop_002_.wav,Multiclass_Drone_Audio\bebop_1\mixed_45-bebop_002_.wav,al_emadi,mixed_45-bebop_002,1.024,0.7695384857408509,8.509771347045898,0.00103436583832686,0.1920072902864163,0.004659596830606461,-0.22516928613185883,0.21070851385593414,0.015015062876873778,9.007329940795898,0.00016562307175417448,0.02682033128921157,-4.677778633777052e-05,-0.034284237772226334,0.03364589810371399,0.05353910985129894,9.945115089416504,0.0005106060960923602,0.03605807911279886,0.0002293366560479626,-0.045296159386634824,0.04661844968795775,0.09625830710192498,10.907251358032227,4.463460035223206e-05,0.034311406271294496,-0.00015992933185771108,-0.044877244532108305,0.04387060850858689,0.06564903442905135,11.911179542541504,-8.273185593879703e-05,0.020070349284196137,-0.00020580081036314368,-0.02537298295646906,0.025256332010030746
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\unknown\2-104952-A-164.wav,Multiclass_Drone_Audio\unknown\2-104952-A-164.wav,al_emadi,2-104952-A-164,0.95975,0.9143940674207929,8.909613609313965,-0.0004067489460621192,0.109263828024039,0.00014582875155610964,-0.1369442641735077,0.14178848266601562,0.07486940136775369,8.780611038208008,-0.0005364487444966643,0.031260862817018134,0.0008066425216384232,-0.04091440141201019,0.03781779482960701,0.007731373038949339,9.772687911987305,4.5545326983584074e-05,0.007155212768279815,-1.8139107851311564e-05,-0.008664106111973524,0.008811446651816369,0.0024825192934641487,10.859519958496094,1.0050129820751981e-05,0.0028774061719037173,3.88325825042557e-05,-0.00364892347715795,0.003711696900427341,0.0005226388790399784,11.820160865783691,-1.1967829637110354e-07,0.0009352600644921674,-1.11182856699088e-06,-0.001183123479131609,0.0011972184642218056
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\unknown\5-194930-A-10.wav,Multiclass_Drone_Audio\unknown\5-194930-A-10.wav,al_emadi,5-194930-A-10,1.0216875,0.011379302058345073,6.719638347625732,-0.0008617418670940164,0.04305169178715607,-0.0008175174298230559,-0.005457844352349638,0.006961619015783083,0.13345241372895278,6.683404445648193,-0.006591719000116696,0.14731544270914834,-1.6321185285050888e-05,-0.03912721052765842,0.0024542129365727333,0.8473202300552125,7.497072219848633,-0.0002858009514713297,0.26451377716136176,-4.720408439129464e-10,-0.001802009239327162,0.03025284260511389,0.006448818350868785,8.49278450012207,-3.7110814833557786e-06,0.016372872535182024,-8.725200189019233e-07,-0.0008863944094628085,0.0007500998675823231,0.0013992358066207942,9.204134941101074,2.7224893065350416e-06,0.005402024234267485,5.7145538301384136e-12,-0.00027465255989227443,0.0003195863158907742
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\unknown\4-172732-A-364.wav,Multiclass_Drone_Audio\unknown\4-172732-A-364.wav,al_emadi,4-172732-A-364,0.95975,0.4703172137594278,9.251260757446289,-0.0006124433871494648,0.5754489104712555,-0.024489390663802624,-0.7614076733589172,0.7748219668865204,0.17093380943955172,8.906702041625977,0.019683584115504582,0.3463581246803879,0.009682878851890564,-0.41824182868003845,0.46366457641124725,0.1687675429236117,9.88823413848877,-0.004234418420403818,0.24546058122152317,0.0001743926841299981,-0.31872403025627133,0.29825987517833713,0.15292219946825716,10.90983772277832,-0.0013231313209932849,0.16583562268280602,0.002311718533746898,-0.21541205793619156,0.20982534438371656,0.03705923440915159,11.879313468933105,-0.00031688466414351804,0.0578325185922469,-0.0003187857655575499,-0.07403426840901375,0.0736682824790478
