filepath,relative_path,dataset,group_id,duration_seconds,approx_L4_relative_energy,approx_L4_shannon_entropy,approx_L4_mean,approx_L4_std,approx_L4_median,approx_L4_p10,approx_L4_p90,detail_L4_relative_energy,detail_L4_shannon_entropy,detail_L4_mean,detail_L4_std,detail_L4_median,detail_L4_p10,detail_L4_p90,detail_L3_relative_energy,detail_L3_shannon_entropy,detail_L3_mean,detail_L3_std,detail_L3_median,detail_L3_p10,detail_L3_p90,detail_L2_relative_energy,detail_L2_shannon_entropy,detail_L2_mean,detail_L2_std,detail_L2_median,detail_L2_p10,detail_L2_p90,detail_L1_relative_energy,detail_L1_shannon_entropy,detail_L1_mean,detail_L1_std,detail_L1_median,detail_L1_p10,detail_L1_p90
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\unknown\2-32515-A-42.wav,Multiclass_Drone_Audio\unknown\2-32515-A-42.wav,al_emadi,2-32515-A-42,0.97525,0.0013054361779074339,8.663084030151367,-0.0001065032157328295,0.03230277001816951,-0.0008591562509536743,-0.03966910019516945,0.03841691464185715,0.007729200540139829,7.551525115966797,-0.00109358964244696,0.0785940319442424,-0.0009286566055379808,-0.08253756910562515,0.06962646543979645,0.26065293554423674,8.248491287231445,-0.004391412309829648,0.32322551458582105,-0.0005329346167854965,-0.2523816078901291,0.23799030482769012,0.6990952089145003,9.046972274780273,-0.00020595749036679545,0.3746284888438701,4.1854309529298916e-05,-0.2538478225469589,0.2344881370663643,0.031217218823215712,9.882261276245117,-1.710293906936647e-05,0.05600276217289848,3.008601925102994e-05,-0.03537624850869179,0.03679082393646245
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\unknown\5-213855-A-01.wav,Multiclass_Drone_Audio\unknown\5-213855-A-01.wav,al_emadi,5-213855-A-01,1.0216875,0.007712352684753075,8.869659423828125,-0.0005317045100973665,0.04029819357870567,-0.0008240174502134323,-0.04993053749203682,0.05184098035097124,0.3677986551193975,6.7238616943359375,-0.015329494983425427,0.2778914876236729,-0.0010550235747359693,-0.14606542587280272,0.11607598066329983,0.5856761830819113,7.641374588012695,-0.0001625974131432185,0.24876209803039948,-0.00013874509022571146,-0.11856928318738935,0.11045587211847313,0.0379217432737872,9.072354316711426,1.3039246609793859e-06,0.044792247304456745,9.53632224991452e-05,-0.02809353210031986,0.03090457804501057,0.0008910658401509673,10.117284774780273,-1.2888415849994253e-06,0.004857182062957959,1.7062018741853535e-05,-0.0034203920047730205,0.0036318072583526426
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\unknown\5-213077-A-114.wav,Multiclass_Drone_Audio\unknown\5-213077-A-114.wav,al_emadi,5-213077-A-114,0.95975,0.9669767636366708,8.902235984802246,0.00647689045482078,0.41219193191594344,-1.8863007426261902e-05,-0.5445496737957001,0.5538795590400696,0.014285670184364977,8.739823341369629,0.0014687572713706577,0.05008511903491923,0.0024360045790672302,-0.06266343593597412,0.06644701212644577,0.008880976349481517,9.861296653747559,-0.0003720732386883155,0.02798402841448121,-7.70637416280806e-05,-0.03666945919394493,0.03597220703959465,0.007135049421017016,10.87094497680664,-0.0004181531341045391,0.017746793767152387,-0.0005559640121646225,-0.023046147264540195,0.022512408159673224,0.002721540408465597,11.836474418640137,-1.9748330237740963e-05,0.007755873652936723,-1.5437282854691148e-05,-0.009845026768743992,0.009813759475946426
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\unknown\5-244178-A-320.wav,Multiclass_Drone_Audio\unknown\5-244178-A-320.wav,al_emadi,5-244178-A-320,1.0216875,0.005206739667224916,6.886062145233154,2.447147662961728e-05,0.0021882560263463027,-1.397628784616245e-05,-0.0013607553206384181,0.001521489582955838,0.025588367018437228,5.613877296447754,-6.453183850026249e-05,0.0048509323706127615,-3.459822778495436e-06,-0.002044094866141677,0.001972761214710774,0.14396847127847917,4.746624946594238,-0.00020952000123770076,0.008148133349654299,-2.339355523872655e-05,-0.0026595192030072212,0.002041616383939982,0.683187473009864,5.649182319641113,0.00010823268226286845,0.012563913348514037,8.456133400613908e-06,-0.0029467490734532476,0.003068919619545341,0.14204894902599463,7.569311618804932,1.6469786463369155e-05,0.004052820175864993,-1.6839776435517706e-06,-0.0012171750189736484,0.0012916216161102058
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\membo_1\Membo_0_009-membo_003_.wav,Multiclass_Drone_Audio\membo_1\Membo_0_009-membo_003_.wav,al_emadi,Membo_0_009-membo_003,1.024,0.5384283853475837,9.417095184326172,-0.0004024300216787576,0.08296885821209415,0.0009888545610010624,-0.10708550810813904,0.10835851579904557,0.095301155492804,8.97000503540039,-0.00023195646978458118,0.0349056517120836,0.0010506370454095304,-0.04611704312264919,0.04444059394299984,0.08810797496056737,9.79596996307373,8.864405717652658e-05,0.0237672660191111,-0.0005840657686349005,-0.02884659878909588,0.030835288763046267,0.11680685723408393,10.707291603088379,0.00016413092712269753,0.019366384721269378,0.00023471328313462436,-0.02304784022271633,0.024097558110952377,0.16135562696496097,11.61894702911377,-1.3881641018771622e-05,0.016102462158418058,0.00011495042417664081,-0.019048943370580673,0.01924767643213272
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\unknown\1-91359-B-110.wav,Multiclass_Drone_Audio\unknown\1-91359-B-110.wav,al_emadi,1-91359-B-110,1.0216875,0.6013046648560112,8.926297187805176,-0.008440492155142709,0.2520556377812155,-0.007727473042905331,-0.33167649507522584,0.3049073338508606,0.19151534999846,8.917924880981445,-0.004550192778946375,0.14225654207752167,-0.007563583552837372,-0.17723524272441865,0.17345805019140256,0.14578710633487774,9.929007530212402,0.0014435525163664974,0.08794661553049941,0.001202091109007597,-0.10949972420930862,0.11409275680780412,0.04895627879321673,10.871725082397461,-1.3776878487885013e-05,0.03606827669796709,4.74904227303341e-05,-0.046165050193667415,0.04577841125428677,0.012436600017434343,11.858585357666016,-1.539816707253787e-05,0.012860047913804531,-1.3404060155153275e-06,-0.016124114394187927,0.015777164325118064
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\unknown\2-100786-A-13.wav,Multiclass_Drone_Audio\unknown\2-100786-A-13.wav,al_emadi,2-100786-A-13,1.0216875,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\unknown\5-253094-A-490.wav,Multiclass_Drone_Audio\unknown\5-253094-A-490.wav,al_emadi,5-253094-A-490,1.0216875,0.13900707340287774,7.822408676147461,0.001808074404891392,0.18146451352520246,-0.00028328760527074337,-0.16310161054134367,0.1789255440235138,0.14565990674480228,7.744215965270996,-0.0006765657321053998,0.18576416479496402,0.0005866236169822514,-0.16797890663146972,0.1779886275529862,0.22167861392084692,9.028718948364258,-0.0026962469544652245,0.16230143497508853,-0.0012559466995298862,-0.17163569629192352,0.1702015191316605,0.3487050394430194,9.954438209533691,-0.002753531715963177,0.14403675027521892,-0.0009266924171242863,-0.15520142763853073,0.1448097124695778,0.14494936648845363,11.038530349731445,-2.710019537565756e-05,0.06570561600101213,-2.763549127848819e-05,-0.07150095105171203,0.07226554155349736
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\unknown\4-119647-B-481.wav,Multiclass_Drone_Audio\unknown\4-119647-B-481.wav,al_emadi,4-119647-B-481,1.0216875,0.4421160117787888,7.736153602600098,-8.634709357334969e-05,0.007824383326693067,-7.930735591799021e-05,-0.007201301259920001,0.006524961907416582,0.04748007683322778,8.172152519226074,-3.267311846440423e-06,0.0025642701862148972,4.497757981880568e-05,-0.002741370303556323,0.002851143968291582,0.13170973491471427,8.728492736816406,-3.623370233028854e-05,0.0030249055050131537,-1.8355276552028954e-05,-0.002972109103575349,0.002932107727974654,0.34309069324954156,9.882076263427734,-3.9492619680770195e-07,0.003454949176158479,1.5091982277226634e-06,-0.0036176317138597366,0.0037364192772656687,0.0356034832237276,10.98594856262207,-3.0013460032500033e-07,0.0007873252965465285,-2.1380537873483263e-06,-0.0008735933108255266,0.0008555138483643532
F:\Seminario\Seminario-Clustering\datasets\davi\Al Emadi (2019)\Multiclass_Drone_Audio\bebop_1\B_S2_D1_122-bebop_003_.wav,Multiclass_Drone_Audio\bebop_1\B_S2_D1_122-bebop_003_.wav,al_emadi,B_S2_D1_122-bebop_003,1.024,0.7105501692526253,8.177522659301758,-0.00032354356580893104,0.322758638209772,0.007597062271088362,-0.353974723815918,0.3346232801675797,0.02631906600720079,8.91143798828125,-0.0009311920587421007,0.062110805250839105,-0.001824115519411862,-0.08070018664002418,0.07791546136140824,0.0662779107651887,9.948749542236328,-0.001019764349061566,0.0697970651270589,-0.0005442957626655698,-0.09098070338368416,0.08755037263035774,0.11526638098328014,10.928693771362305,0.0006793824081930802,0.06514516148512454,-0.0003544391365721822,-0.08440814912319183,0.08296968787908554,0.08158647299170507,11.942222595214844,-0.00024802322564480394,0.038772610792563215,-0.0007327201310545206,-0.04920226782560348,0.04937436655163769
